Date,Open,High,Low,Close,Volume
2006-06-01,30.8,30.9,30.6,30.8,0
2006-06-02,31.0,31.05,30.6,30.9,0
2006-06-05,30.9,31.0,30.3,30.35,0
2006-06-06,30.3,30.75,30.15,30.6,0
2006-06-07,30.6,30.6,30.3,30.5,0
2006-06-08,30.4,30.45,29.9,30.0,0
2006-06-09,30.0,30.4,29.9,30.15,0
2006-06-12,30.15,30.4,29.9,30.4,0
2006-06-13,30.3,30.3,30.0,30.0,0
2006-06-14,30.0,30.1,29.8,29.95,0
2006-06-15,30.05,30.15,29.95,30.0,0
2006-06-16,30.5,30.7,30.2,30.7,0
2006-06-19,30.7,31.0,30.5,31.0,0
2006-06-20,31.0,31.1,30.5,30.6,0
2006-06-21,30.95,31.0,30.7,31.0,0
2006-06-22,31.2,31.5,31.1,31.35,0
2006-06-23,31.2,31.4,30.9,31.15,0
2006-06-26,31.2,31.75,31.15,31.5,0
2006-06-27,31.8,31.8,31.4,31.7,0
2006-06-28,31.7,31.9,31.7,31.9,0
2006-06-29,32.0,32.1,31.9,32.1,0
2006-06-30,32.2,32.4,31.9,32.1,0
2006-07-03,32.1,32.3,32.1,32.2,0
2006-07-04,32.25,32.5,32.2,32.2,0
2006-07-05,32.2,32.3,32.0,32.2,0
2006-07-06,32.1,32.15,31.9,32.05,0
2006-07-07,32.0,32.2,31.9,32.1,0
2006-07-10,32.1,32.5,31.9,32.45,0
2006-07-11,32.45,32.55,32.3,32.3,0
2006-07-12,32.15,32.3,31.5,31.7,0
2006-07-13,31.5,31.5,31.0,31.05,0
2006-07-14,30.5,30.65,29.9,30.35,0
2006-07-17,30.2,30.35,30.0,30.2,0
2006-07-18,30.1,30.6,29.95,30.5,0
2006-07-19,30.65,30.65,30.2,30.2,0
2006-07-20,30.65,30.65,30.5,30.6,0
2006-07-21,30.6,30.75,30.5,30.5,0
2006-07-24,30.5,30.85,30.5,30.8,0
2006-07-25,31.0,31.25,30.95,31.1,0
2006-07-26,26.2,27.0,26.2,26.35,0
2006-07-27,26.35,26.45,26.1,26.3,0
2006-07-28,26.3,26.45,26.25,26.3,0
2006-07-31,26.35,26.4,26.2,26.3,0
2006-08-01,26.3,26.35,26.1,26.1,0
2006-08-02,26.1,26.1,26.0,26.0,0
2006-08-03,26.0,26.3,26.0,26.15,0
2006-08-04,26.25,26.35,26.05,26.15,0
2006-08-07,26.15,26.25,26.05,26.05,0
2006-08-08,26.05,26.3,26.05,26.25,0
2006-08-09,26.25,26.45,26.2,26.35,0
2006-08-10,26.45,26.55,26.3,26.3,0
2006-08-11,26.3,26.35,26.0,26.0,0
2006-08-14,26.0,26.25,26.0,26.1,0
2006-08-15,26.2,26.4,26.1,26.1,0
2006-08-16,26.35,26.45,26.1,26.4,0
2006-08-17,26.4,26.55,26.15,26.2,0
2006-08-18,26.3,26.5,26.3,26.45,0
2006-08-21,26.5,26.55,26.1,26.1,0
2006-08-22,26.1,26.4,26.1,26.2,0
2006-08-23,26.25,26.4,26.05,26.25,0
2006-08-24,26.3,26.4,26.2,26.4,0
2006-08-25,26.6,26.85,26.55,26.65,0
2006-08-28,26.8,26.9,26.65,26.75,0
2006-08-29,26.8,27.2,26.8,27.05,0
2006-08-30,27.05,27.3,26.85,27.2,0
2006-08-31,27.3,27.35,26.6,26.7,0
2006-09-01,26.75,26.9,26.7,26.8,0
2006-09-04,26.95,27.1,26.9,27.0,0
2006-09-05,27.2,27.25,27.1,27.15,0
2006-09-06,27.2,27.75,27.15,27.55,0
2006-09-07,27.3,27.7,27.25,27.7,0
2006-09-08,27.65,27.7,27.4,27.5,0
2006-09-11,27.5,27.9,27.1,27.2,0
2006-09-12,27.0,27.15,26.8,26.85,0
2006-09-13,26.85,26.95,26.8,26.85,0
2006-09-14,26.85,27.05,26.55,26.85,0
2006-09-15,26.55,26.9,26.55,26.9,0
2006-09-18,27.3,27.4,27.1,27.35,0
2006-09-19,27.35,27.6,27.3,27.5,0
2006-09-20,27.45,27.7,27.35,27.45,0
2006-09-21,27.6,27.9,27.55,27.85,0
2006-09-22,27.85,27.95,27.7,27.75,0
2006-09-25,27.75,27.95,27.7,27.85,0
2006-09-26,27.9,28.1,27.9,27.95,0
2006-09-27,28.0,28.7,28.0,28.7,0
2006-09-28,28.9,29.0,28.4,28.75,0
2006-09-29,28.75,28.8,28.4,28.5,0
2006-10-02,28.5,28.85,28.5,28.8,0
2006-10-03,28.75,29.0,28.5,28.6,0
2006-10-04,28.5,28.6,28.1,28.25,0
2006-10-05,28.35,28.8,28.35,28.7,0
2006-10-11,28.7,29.15,28.7,29.1,0
2006-10-12,29.25,29.3,28.9,29.0,0
2006-10-13,29.3,29.4,29.1,29.3,0
2006-10-16,29.5,29.5,29.25,29.4,0
2006-10-17,29.4,29.45,29.2,29.3,0
2006-10-18,29.2,29.2,28.85,29.05,0
2006-10-19,29.05,29.2,28.95,29.05,0
2006-10-20,29.2,29.35,29.15,29.2,0
2006-10-23,29.3,29.4,29.2,29.3,0
2006-10-24,29.4,29.5,29.35,29.5,0
2006-10-25,29.6,29.85,29.6,29.7,0
2006-10-26,29.8,29.85,29.7,29.85,0
2006-10-27,29.85,29.9,29.7,29.7,0
2006-10-30,29.7,29.7,29.2,29.2,0
2006-10-31,29.2,29.45,29.15,29.4,0
2006-11-01,29.45,29.5,29.3,29.3,0
2006-11-02,29.3,29.85,29.3,29.8,0
2006-11-03,29.85,30.5,29.85,30.4,0
2006-11-06,30.0,30.3,29.9,30.1,0
2006-11-07,31.0,31.5,30.6,31.4,0
2006-11-08,31.4,31.5,31.1,31.4,0
2006-11-09,31.5,32.0,31.4,31.75,0
2006-11-10,31.7,31.75,31.6,31.6,0
2006-11-13,31.5,31.5,30.6,31.1,0
2006-11-14,31.15,31.4,31.1,31.2,0
2006-11-15,31.25,31.4,31.25,31.35,0
2006-11-16,31.5,32.0,31.45,31.95,0
2006-11-17,32.0,32.0,31.55,31.75,0
2006-11-20,31.75,31.75,31.25,31.5,0
2006-11-21,31.5,31.65,31.35,31.5,0
2006-11-22,31.6,31.85,31.55,31.7,0
2006-11-23,31.75,32.0,31.7,32.0,0
2006-11-24,32.0,32.3,31.95,32.3,0
2006-11-27,32.45,32.95,32.4,32.9,0
2006-11-28,32.8,32.85,32.55,32.65,0
2006-11-29,32.65,32.75,32.1,32.25,0
2006-11-30,32.4,32.8,32.4,32.8,0
2006-12-01,32.8,33.0,32.7,32.95,0
2006-12-04,32.95,32.95,32.7,32.8,0
2006-12-05,32.8,32.9,32.6,32.65,0
2006-12-06,32.6,32.95,32.5,32.9,0
2006-12-07,32.9,32.95,32.7,32.9,0
2006-12-08,32.9,32.9,32.4,32.9,0
2006-12-11,32.5,32.9,32.5,32.9,0
2006-12-12,32.9,32.9,32.3,32.55,0
2006-12-13,32.4,32.7,31.95,32.6,0
2006-12-14,32.4,32.8,32.35,32.6,0
2006-12-15,32.7,32.8,32.65,32.7,0
2006-12-18,32.7,32.9,32.65,32.85,0
2006-12-19,32.9,32.9,32.7,32.9,0
2006-12-20,33.0,33.2,32.9,33.2,0
2006-12-21,33.3,33.45,33.2,33.3,0
2006-12-22,33.45,33.65,33.45,33.5,0
2006-12-25,33.5,33.5,33.25,33.4,0
2006-12-26,33.5,34.1,33.45,34.0,0
2006-12-27,34.2,34.95,34.1,34.4,0
2006-12-28,34.4,34.8,34.2,34.35,0
2006-12-29,34.35,34.7,34.3,34.6,0
2007-01-02,34.9,34.95,34.45,34.85,0
2007-01-03,34.85,34.95,34.3,34.4,0
2007-01-04,34.4,34.5,33.9,34.0,0
2007-01-05,33.7,33.95,33.1,33.2,0
2007-01-08,33.0,33.2,32.6,33.15,0
2007-01-09,33.15,34.0,33.15,33.9,0
2007-01-10,33.6,33.6,33.1,33.2,0
2007-01-11,33.0,33.1,32.65,32.8,0
2007-01-12,32.6,33.3,32.6,33.2,0
2007-01-15,33.2,33.25,32.85,33.2,0
2007-01-16,33.0,33.55,33.0,33.5,0
2007-01-17,33.4,33.65,33.2,33.5,0
2007-01-18,33.5,33.55,33.3,33.35,0
2007-01-19,33.2,33.45,32.95,32.95,0
2007-01-22,33.0,33.1,32.65,33.0,0
2007-01-23,32.85,33.45,32.8,33.4,0
2007-01-24,33.5,33.65,33.35,33.5,0
2007-01-25,33.65,33.95,33.5,33.8,0
2007-01-26,33.6,33.85,33.2,33.25,0
2007-01-29,33.5,33.7,33.4,33.6,0
2007-01-30,33.7,34.25,33.55,34.0,0
2007-01-31,34.0,34.5,33.55,34.0,0
2007-02-01,34.3,34.45,34.1,34.45,0
2007-02-02,34.5,35.1,34.5,35.0,0
2007-02-05,35.0,35.25,34.85,35.25,0
2007-02-06,35.25,35.25,34.9,35.25,0
2007-02-07,35.0,35.2,34.85,34.85,0
2007-02-08,34.6,35.1,34.55,35.1,0
2007-02-09,34.95,35.0,34.65,35.0,0
2007-02-12,35.0,35.0,34.75,35.0,0
2007-02-13,35.0,35.15,34.7,34.9,0
2007-02-14,35.0,35.2,34.9,35.2,0
2007-02-26,35.8,36.0,35.6,35.9,0
2007-02-27,36.0,36.5,36.0,36.5,0
2007-03-01,35.8,36.5,35.8,36.3,0
2007-03-02,36.3,37.0,36.0,36.8,0
2007-03-03,36.8,37.0,36.15,36.5,0
2007-03-05,36.2,36.2,35.5,35.65,0
2007-03-06,35.65,36.2,35.65,36.0,0
2007-03-07,36.5,36.5,35.75,36.15,0
2007-03-08,36.15,36.35,36.0,36.05,0
2007-03-09,36.2,36.4,35.9,36.15,0
2007-03-12,36.15,36.8,36.1,36.4,0
2007-03-13,36.5,36.8,36.45,36.8,0
2007-03-14,36.6,36.8,36.2,36.65,0
2007-03-15,36.7,37.05,36.7,36.95,0
2007-03-16,37.0,37.0,36.7,36.7,0
2007-03-19,36.5,36.95,36.5,36.7,0
2007-03-20,36.75,36.8,36.2,36.35,0
2007-03-21,36.25,36.3,36.0,36.05,0
2007-03-22,36.4,36.6,36.15,36.5,0
2007-03-23,36.5,37.0,36.5,37.0,0
2007-03-26,37.0,37.0,36.5,36.75,0
2007-03-27,36.75,37.15,36.75,37.0,0
2007-03-28,37.0,37.25,37.0,37.1,0
2007-03-29,37.0,37.3,36.75,37.1,0
2007-03-30,37.15,37.35,37.15,37.3,0
2007-04-03,37.8,37.95,37.45,37.9,0
2007-04-04,38.0,38.15,37.95,38.1,0
2007-04-09,38.2,39.7,38.2,39.35,0
2007-04-10,39.6,39.9,39.3,39.7,0
2007-04-11,39.7,40.4,39.4,40.3,0
2007-04-12,40.25,40.35,40.0,40.35,0
2007-04-13,40.3,40.35,39.4,39.6,0
2007-04-14,39.6,40.0,39.5,40.0,0
2007-04-16,40.0,40.25,40.0,40.1,0
2007-04-17,40.1,40.5,39.5,40.0,0
2007-04-18,40.0,40.5,39.8,40.3,0
2007-04-19,40.2,40.2,39.5,39.5,0
2007-04-20,39.5,39.5,39.2,39.5,0
2007-04-23,39.6,39.95,39.35,39.65,0
2007-04-24,39.5,39.85,39.5,39.85,0
2007-04-25,39.6,39.6,39.1,39.25,0
2007-04-26,39.4,39.5,39.0,39.0,0
2007-04-27,39.0,39.0,38.2,38.2,0
2007-04-30,38.2,38.2,37.5,37.8,0
2007-05-02,37.8,38.6,37.7,38.6,0
2007-05-03,39.0,39.0,38.2,38.7,0
2007-05-04,39.0,39.5,39.0,39.5,0
2007-05-07,39.8,40.1,39.8,40.05,0
2007-05-08,40.05,40.15,39.9,40.15,0
2007-05-09,40.1,40.1,39.65,39.9,0
2007-05-10,40.0,40.2,39.95,40.2,0
2007-05-11,39.6,40.0,39.6,39.8,0
2007-05-14,40.0,40.0,39.5,39.55,0
2007-05-15,39.55,39.55,39.0,39.2,0
2007-05-16,39.2,39.75,39.05,39.75,0
2007-05-17,40.0,40.15,39.65,39.9,0
2007-05-18,39.5,39.8,39.4,39.5,0
2007-05-21,39.5,39.8,39.5,39.8,0
2007-05-22,40.2,40.7,40.2,40.5,0
2007-05-23,40.6,40.75,40.4,40.55,0
2007-05-24,40.55,40.7,40.2,40.7,0
2007-05-25,40.0,40.4,39.8,40.3,0
2007-05-28,40.1,40.1,39.45,39.55,0
2007-05-29,39.5,39.9,39.4,39.5,0
2007-05-30,39.4,39.45,38.8,39.05,0
2007-05-31,39.05,39.35,38.5,38.5,0
2007-06-01,39.0,39.5,38.9,39.5,0
2007-06-04,39.6,39.75,39.3,39.35,0
2007-06-05,39.4,39.45,39.0,39.4,0
2007-06-06,39.2,39.3,39.0,39.0,0
2007-06-07,39.0,39.0,38.75,39.0,0
2007-06-08,38.8,38.85,38.6,38.6,0
2007-06-11,38.7,39.0,38.65,39.0,0
2007-06-12,39.0,39.2,38.7,39.15,0
2007-06-13,39.05,39.05,38.55,38.8,0
2007-06-14,38.8,38.9,38.55,38.65,0
2007-06-15,38.9,39.0,38.65,38.9,0
2007-06-20,39.2,39.9,39.05,39.9,0
2007-06-21,40.0,40.05,39.35,39.9,0
2007-06-22,39.9,40.0,39.8,39.85,0
2007-06-23,39.9,39.95,39.55,39.8,0
2007-06-25,39.8,40.0,39.8,39.8,0
2007-06-26,40.0,40.0,39.55,39.65,0
2007-06-27,39.65,40.0,39.5,39.9,0
2007-06-28,40.0,40.0,39.85,40.0,0
2007-06-29,40.0,40.1,39.65,40.0,0
2007-07-02,40.0,40.0,39.7,40.0,0
2007-07-03,40.0,40.7,39.95,40.7,0
2007-07-04,40.85,41.55,40.85,41.1,0
2007-07-05,41.3,41.5,41.1,41.5,0
2007-07-06,41.5,41.6,40.85,41.2,0
2007-07-09,41.2,41.2,40.9,41.15,0
2007-07-10,41.1,41.5,40.9,41.5,0
2007-07-11,41.5,41.5,41.1,41.1,0
2007-07-12,41.1,41.2,41.0,41.0,0
2007-07-13,41.4,42.1,41.3,42.0,0
2007-07-16,42.5,44.9,42.2,44.2,0
2007-07-17,44.25,44.7,43.15,44.5,0
2007-07-18,44.5,44.9,44.1,44.15,0
2007-07-19,44.0,44.2,43.7,44.0,0
2007-07-20,44.1,44.95,44.0,44.6,0
2007-07-23,44.8,45.2,44.8,45.2,0
2007-07-24,45.5,48.1,45.5,48.0,0
2007-07-25,48.0,48.4,47.0,48.0,0
2007-07-26,45.4,45.9,44.6,44.6,0
2007-07-27,43.3,43.6,42.5,42.5,0
2007-07-30,41.5,41.6,40.55,41.0,0
2007-07-31,41.5,43.0,41.5,43.0,0
2007-08-01,42.4,42.4,40.8,40.8,0
2007-08-02,41.3,41.8,39.5,40.75,0
2007-08-03,41.7,41.8,41.0,41.6,0
2007-08-06,41.0,41.8,40.65,41.75,0
2007-08-07,42.5,42.5,41.5,41.5,0
2007-08-08,41.7,42.25,41.6,42.25,0
2007-08-09,43.0,43.0,41.8,42.1,0
2007-08-10,40.0,41.0,40.0,40.8,0
2007-08-13,40.8,41.0,40.5,41.0,0
2007-08-14,41.0,41.3,40.5,40.55,0
2007-08-15,40.05,40.1,38.85,39.0,0
2007-08-16,38.0,38.8,36.5,38.0,0
2007-08-17,38.0,38.1,37.45,37.5,0
2007-08-20,40.0,40.1,38.6,40.1,0
2007-08-21,40.0,40.0,38.85,39.5,0
2007-08-22,39.0,39.6,38.8,39.5,0
2007-08-23,40.6,40.75,39.9,40.1,0
2007-08-24,40.05,40.05,38.9,39.3,0
2007-08-27,39.8,40.2,39.25,39.3,0
2007-08-28,39.3,40.35,39.2,40.3,0
2007-08-29,39.9,41.7,39.85,41.5,0
2007-08-30,42.5,43.6,42.3,43.0,0
2007-08-31,43.3,44.8,43.1,44.8,0
2007-09-03,45.0,45.0,43.8,44.6,0
2007-09-04,44.8,45.0,43.75,43.9,0
2007-09-05,44.0,44.05,42.8,42.9,0
2007-09-06,42.2,44.25,41.85,44.25,0
2007-09-07,43.8,44.45,43.25,43.9,0
2007-09-11,43.0,43.75,42.9,43.15,0
2007-09-12,43.9,43.9,43.3,43.65,0
2007-09-13,43.65,43.65,42.65,42.65,0
2007-09-14,42.9,43.45,42.75,43.3,0
2007-09-17,42.85,43.0,42.5,42.7,0
2007-09-19,43.55,44.0,43.45,43.65,0
2007-09-20,43.85,44.65,43.65,44.2,0
2007-09-21,44.5,45.65,44.4,45.1,0
2007-09-26,45.7,47.5,45.4,47.3,0
2007-09-27,47.9,48.35,46.4,47.5,0
2007-09-28,47.45,48.1,46.95,47.6,0
2007-09-29,48.0,48.95,47.8,48.15,0
2007-10-01,48.15,49.25,48.15,48.9,0
2007-10-02,49.0,50.0,48.0,49.25,0
2007-10-03,49.25,52.0,49.25,51.4,0
2007-10-04,51.0,51.2,49.15,49.85,0
2007-10-05,49.85,50.0,49.35,50.0,0
2007-10-08,50.5,51.4,50.2,51.0,0
2007-10-09,51.0,51.0,49.3,50.0,0
2007-10-11,49.9,50.1,48.8,50.0,0
2007-10-12,50.0,50.8,49.5,49.5,0
2007-10-15,49.5,49.9,48.5,48.7,0
2007-10-16,48.35,49.5,48.15,49.25,0
2007-10-17,48.3,48.7,47.95,48.45,0
2007-10-18,48.5,49.25,48.4,48.7,0
2007-10-19,49.1,49.1,48.6,48.75,0
2007-10-22,46.8,47.8,46.75,47.35,0
2007-10-23,47.35,47.85,47.05,47.5,0
2007-10-24,47.8,49.2,47.75,48.25,0
2007-10-25,48.9,49.0,48.3,48.95,0
2007-10-26,49.2,49.5,49.05,49.45,0
2007-10-29,49.9,50.2,48.5,49.0,0
2007-10-30,48.5,48.5,47.1,47.25,0
2007-10-31,46.7,46.7,44.0,45.6,0
2007-11-01,46.0,46.0,44.5,45.1,0
2007-11-02,44.0,44.85,44.0,44.0,0
2007-11-05,44.0,44.9,43.95,44.9,0
2007-11-06,44.9,45.2,44.5,44.6,0
2007-11-07,45.5,45.5,44.6,44.6,0
2007-11-08,43.8,43.9,43.0,43.2,0
2007-11-09,43.2,44.25,43.2,43.9,0
2007-11-12,43.0,43.0,41.5,42.1,0
2007-11-13,42.3,44.3,42.3,43.55,0
2007-11-14,45.0,45.0,44.2,44.3,0
2007-11-15,44.3,44.7,43.7,43.9,0
2007-11-16,42.0,42.5,41.9,42.05,0
2007-11-19,42.1,42.3,41.5,41.5,0
2007-11-20,40.5,41.5,40.0,41.15,0
2007-11-21,41.8,42.4,41.5,41.5,0
2007-11-22,41.0,41.55,40.8,41.2,0
2007-11-23,41.5,42.4,41.5,41.6,0
2007-11-26,42.5,43.0,42.0,43.0,0
2007-11-27,42.0,43.0,41.85,42.55,0
2007-11-28,42.6,42.95,42.0,42.0,0
2007-11-29,42.7,42.7,42.2,42.3,0
2007-11-30,42.5,43.05,42.4,42.5,0
2007-12-03,43.0,43.2,42.75,43.1,0
2007-12-04,42.7,43.05,42.4,42.6,0
2007-12-05,42.3,42.3,42.0,42.2,0
2007-12-06,42.8,42.95,42.2,42.8,0
2007-12-07,43.0,43.65,43.0,43.3,0
2007-12-10,43.55,43.95,43.05,43.3,0
2007-12-11,43.6,43.95,43.3,43.95,0
2007-12-12,43.35,43.55,42.7,42.8,0
2007-12-13,43.0,43.05,41.7,41.7,0
2007-12-14,41.7,41.75,40.0,41.5,0
2007-12-17,41.3,41.4,40.35,40.4,0
2007-12-18,40.0,40.4,40.0,40.05,0
2007-12-19,41.3,41.45,40.5,41.45,0
2007-12-20,41.55,42.0,41.0,41.1,0
2007-12-21,41.3,41.6,40.9,41.55,0
2007-12-24,42.0,42.1,41.8,41.9,0
2007-12-25,42.2,42.2,41.5,41.65,0
2007-12-26,41.5,42.0,41.45,41.95,0
2007-12-27,42.1,42.9,42.0,42.8,0
2007-12-28,42.8,43.5,42.6,43.3,0
2007-12-31,43.3,43.5,42.7,43.5,0
2008-01-02,43.6,44.4,43.1,43.1,0
2008-01-03,42.5,42.8,42.1,42.35,0
2008-01-04,42.1,44.5,42.0,43.35,0
2008-01-07,43.05,44.25,42.8,42.8,0
2008-01-08,43.2,44.8,43.0,44.6,0
2008-01-09,44.5,45.8,44.15,45.4,0
2008-01-10,45.5,45.8,44.0,44.0,0
2008-01-11,45.0,45.1,44.2,44.3,0
2008-01-14,45.7,46.0,45.15,46.0,0
2008-01-15,47.1,49.2,46.35,46.7,0
2008-01-16,46.7,47.85,46.15,46.35,0
2008-01-17,46.25,47.2,44.3,44.8,0
2008-01-18,43.5,45.0,43.1,44.8,0
2008-01-21,44.95,45.0,44.0,44.05,0
2008-01-22,41.0,42.5,41.0,41.5,0
2008-01-23,42.1,42.5,41.5,41.5,0
2008-01-24,43.0,43.1,41.95,42.7,0
2008-01-25,43.5,44.0,43.3,44.0,0
2008-01-28,43.8,43.8,43.1,43.4,0
2008-01-29,43.45,44.0,43.2,43.7,0
2008-01-30,44.4,44.9,43.8,44.05,0
2008-01-31,44.0,45.1,43.95,45.0,0
2008-02-01,45.5,46.0,45.25,46.0,0
2008-02-12,45.1,46.0,44.9,45.2,0
2008-02-13,45.5,45.8,44.35,44.6,0
2008-02-14,45.0,46.5,44.9,46.45,0
2008-02-15,46.45,46.65,45.9,46.4,0
2008-02-18,46.5,46.9,45.4,45.55,0
2008-02-19,46.0,46.2,45.0,45.7,0
2008-02-20,45.7,45.7,44.4,44.65,0
2008-02-21,44.75,44.9,44.0,44.6,0
2008-02-22,44.3,44.9,44.05,44.75,0
2008-02-25,45.0,45.7,45.0,45.6,0
2008-02-26,46.5,47.8,46.15,47.0,0
2008-02-27,47.5,47.75,46.35,47.0,0
2008-02-29,46.3,47.25,46.3,47.0,0
2008-03-03,46.0,46.4,45.4,46.3,0
2008-03-04,46.3,47.0,46.25,46.75,0
2008-03-05,47.0,47.6,46.85,47.25,0
2008-03-06,47.6,47.8,47.35,47.8,0
2008-03-07,47.8,48.2,47.15,47.25,0
2008-03-10,47.0,47.2,45.9,46.3,0
2008-03-11,45.0,46.3,45.0,46.3,0
2008-03-12,47.25,47.3,46.4,46.6,0
2008-03-13,46.5,46.7,45.3,45.3,0
2008-03-14,45.5,46.0,45.0,45.0,0
2008-03-17,44.6,45.05,44.0,44.45,0
2008-03-18,44.5,44.9,43.75,44.3,0
2008-03-19,45.0,45.05,44.55,45.0,0
2008-03-20,45.3,47.0,44.8,46.6,0
2008-03-21,46.9,47.05,46.3,46.5,0
2008-03-24,49.0,49.0,46.75,47.85,0
2008-03-25,47.85,47.9,46.8,47.0,0
2008-03-26,47.0,48.05,46.95,47.85,0
2008-03-27,47.5,47.95,47.2,47.9,0
2008-03-28,47.85,48.0,47.25,47.25,0
2008-03-31,47.25,48.0,46.9,48.0,0
2008-04-01,48.0,48.15,47.25,47.25,0
2008-04-02,47.9,48.0,47.2,47.2,0
2008-04-03,47.45,47.65,47.15,47.25,0
2008-04-07,47.5,47.8,47.35,47.8,0
2008-04-08,47.95,47.95,47.55,47.7,0
2008-04-09,47.7,47.95,47.35,47.4,0
2008-04-10,47.4,48.05,47.4,48.0,0
2008-04-11,48.2,48.2,47.85,48.15,0
2008-04-14,48.15,48.8,48.05,48.8,0
2008-04-15,48.8,48.85,48.3,48.6,0
2008-04-16,48.6,48.9,48.5,48.9,0
2008-04-17,49.2,49.6,49.2,49.5,0
2008-04-18,49.6,51.2,49.5,50.7,0
2008-04-21,50.7,50.7,49.95,50.5,0
2008-04-22,50.3,50.5,49.4,50.5,0
2008-04-23,49.8,50.0,49.5,49.5,0
2008-04-24,49.55,50.0,49.45,49.75,0
2008-04-25,49.8,50.0,49.4,49.75,0
2008-04-28,49.5,49.95,49.0,49.95,0
2008-04-29,49.35,49.9,49.1,49.1,0
2008-04-30,48.7,50.2,48.7,50.0,0
2008-05-02,50.0,50.2,49.7,49.85,0
2008-05-05,49.7,49.95,48.75,48.95,0
2008-05-06,49.3,50.0,49.2,50.0,0
2008-05-07,50.0,50.0,49.65,49.95,0
2008-05-08,49.8,50.2,49.75,50.1,0
2008-05-09,50.1,50.1,49.5,49.8,0
2008-05-12,49.8,50.2,49.6,50.0,0
2008-05-13,50.5,50.8,50.3,50.8,0
2008-05-14,51.5,52.0,50.9,52.0,0
2008-05-15,52.2,53.0,52.1,52.5,0
